workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Never-worked,Bachelors,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,Hungary,Fal
Never-worked,Bachelors,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,Bachelors,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Canada,Fal
Never-worked,Assoc-voc,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Hong,Fal
Local-gov,Bachelors,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Bachelors,Divorced,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,Columbia,Tru
Never-worked,Prof-school,Widowed,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,Hong,Fal
Never-worked,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Italy,Fal
Never-worked,Bachelors,Divorced,Craft-repair,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Bachelors,Widowed,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,Masters,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Hungary,Tru
Local-gov,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,South,Fal
Local-gov,7th-8th,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Prof-school,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Ecuador,Fal
Never-worked,Bachelors,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Bachelors,Divorced,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,Bachelors,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,Vietnam,Fal
Never-worked,Bachelors,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Thailand,Fal
Local-gov,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Hong,Fal
Never-worked,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Ireland,Fal
Local-gov,10th,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Puerto-Rico,Tru
Local-gov,Bachelors,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,Ecuador,Fal
Never-worked,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,Bachelors,Widowed,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Bachelors,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Prof-school,Widowed,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,Bachelors,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,10th,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,Assoc-voc,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,Italy,Tru
Never-worked,Assoc-voc,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,Hong,Fal
State-gov,Bachelors,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Italy,Fal
Never-worked,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Bachelors,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,Hong,Fal
Local-gov,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Italy,Fal
Never-worked,10th,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,9th,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Laos,Fal
Never-worked,Bachelors,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Italy,Fal
Never-worked,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Taiwan,Fal
Never-worked,Prof-school,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Columbia,Fal
Never-worked,Bachelors,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Hong,Tru
