workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,El-Salvador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,El-Salvador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Portugal,Tru
Without-pay,9th,Separated,Armed-Forces,Wife,White,Female,Portugal,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,El-Salvador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Portugal,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,El-Salvador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Portugal,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Portugal,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,Portugal,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,El-Salvador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,El-Salvador,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Armed-Forces,Other-relative,White,Female,Ecuador,Tru
Without-pay,9th,Separated,Protective-serv,Other-relative,White,Female,Ecuador,Tru
Without-pay,7th-8th,Separated,Armed-Forces,Other-relative,White,Female,El-Salvador,Tru
