workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,5th-6th,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Protective-serv,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,El-Salvador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Own-child,White,Female,Portugal,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Sales,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Canada,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Sales,Other-relative,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Tech-support,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Fal
Without-pay,Doctorate,Separated,Exec-managerial,Wife,Other,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Bachelors,Separated,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Sales,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Sales,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Never-married,Sales,Wife,White,Female,Portugal,Fal
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Tech-support,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Sales,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Sales,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Sales,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Never-married,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Prof-specialty,Wife,White,Female,Ecuador,Tru
Without-pay,1st-4th,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Sales,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Sales,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Sales,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Portugal,Tru
Without-pay,Doctorate,Separated,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
Without-pay,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,Ecuador,Tru
