workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Never-worked,12th,Separated,Machine-op-inspct,Not-in-family,White,Male,Poland,Fal
Private,Masters,Widowed,Transport-moving,Not-in-family,White,Male,Columbia,Tru
?,Bachelors,Never-married,?,Unmarried,White,Male,Columbia,Fal
Self-emp-inc,HS-grad,Never-married,Transport-moving,Unmarried,White,Female,Columbia,Tru
Never-worked,Bachelors,Divorced,Transport-moving,Other-relative,White,Male,Columbia,Tru
Never-worked,Prof-school,Widowed,Prof-specialty,Not-in-family,White,Male,Japan,Fal
Never-worked,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,Columbia,Tru
Never-worked,Prof-school,Married-AF-spouse,Machine-op-inspct,Own-child,White,Male,Columbia,Tru
Never-worked,Preschool,Married-AF-spouse,Transport-moving,Own-child,White,Male,Columbia,Fal
?,Bachelors,Married-AF-spouse,Transport-moving,Not-in-family,White,Male,Columbia,Fal
Never-worked,Prof-school,Widowed,Exec-managerial,Not-in-family,White,Male,Poland,Tru
Never-worked,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,Columbia,Fal
Never-worked,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Male,South,Fal
Self-emp-not-inc,Preschool,Married-civ-spouse,Transport-moving,Husband,White,Male,Columbia,Tru
Without-pay,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,Columbia,Fal
Local-gov,Bachelors,Never-married,?,Unmarried,White,Male,Columbia,Fal
Local-gov,Bachelors,Married-AF-spouse,Transport-moving,Own-child,White,Male,Columbia,Tru
Private,Preschool,Never-married,Armed-Forces,Own-child,White,Male,Greece,Fal
Never-worked,Prof-school,Widowed,Tech-support,Not-in-family,White,Male,Greece,Fal
Never-worked,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Poland,Fal
Local-gov,HS-grad,Married-AF-spouse,Machine-op-inspct,Not-in-family,White,Male,Columbia,Tru
?,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,Columbia,Fal
Local-gov,Some-college,Widowed,Transport-moving,Unmarried,White,Female,Columbia,Tru
Local-gov,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,Columbia,Fal
Without-pay,12th,Widowed,Transport-moving,Wife,White,Male,Columbia,Fal
Local-gov,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,Poland,Tru
Never-worked,Prof-school,Never-married,Transport-moving,Not-in-family,White,Male,Thailand,Tru
?,Preschool,Widowed,Exec-managerial,Not-in-family,White,Male,Columbia,Tru
Without-pay,Assoc-voc,Never-married,Machine-op-inspct,Other-relative,White,Male,Guatemala,Tru
Never-worked,Bachelors,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,Columbia,Tru
Never-worked,Bachelors,Married-AF-spouse,Transport-moving,Own-child,White,Male,Columbia,Tru
Local-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Columbia,Fal
Never-worked,HS-grad,Married-AF-spouse,Transport-moving,Not-in-family,White,Male,Columbia,Fal
?,Preschool,Married-civ-spouse,Transport-moving,Unmarried,White,Male,Columbia,Fal
Local-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,Columbia,Fal
Local-gov,12th,Widowed,Machine-op-inspct,Not-in-family,White,Male,Poland,Fal
Never-worked,Assoc-acdm,Widowed,Tech-support,Husband,White,Male,Portugal,Fal
Without-pay,Bachelors,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,Poland,Fal
Never-worked,Bachelors,Divorced,?,Not-in-family,White,Male,Columbia,Tru
