workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,Jamaica,Fal
Local-gov,Bachelors,Married-civ-spouse,Armed-Forces,Husband,Black,Female,Ireland,Fal
Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Unmarried,Other,Female,China,Tru
Local-gov,1st-4th,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Female,Ecuador,Fal
Self-emp-not-inc,1st-4th,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,Trinadad&Tobago,Tru
Never-worked,7th-8th,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,South,Tru
Private,1st-4th,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,Nicaragua,Tru
Self-emp-inc,Some-college,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Female,Japan,Tru
Local-gov,12th,Never-married,Prof-specialty,Own-child,White,Female,Haiti,Fal
Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,?,Fal
Without-pay,Bachelors,Divorced,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,Bachelors,Married-civ-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,Laos,Tru
?,Preschool,Married-civ-spouse,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,India,Tru
Self-emp-not-inc,7th-8th,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,Philippines,Tru
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Male,Italy,Fal
Local-gov,11th,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Male,Columbia,Fal
Local-gov,1st-4th,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Female,Iran,Fal
Self-emp-not-inc,Prof-school,Never-married,Sales,Own-child,White,Male,Columbia,Fal
Local-gov,12th,Married-civ-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,Hong,Fal
Federal-gov,9th,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,China,Fal
Local-gov,9th,Married-civ-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,Canada,Tru
Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,United-States,Fal
Self-emp-inc,Preschool,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,China,Fal
Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,Poland,Fal
Local-gov,11th,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,Philippines,Tru
Local-gov,Assoc-voc,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Female,Vietnam,Fal
Without-pay,Preschool,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,Columbia,Fal
Without-pay,11th,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Female,Ecuador,Fal
Self-emp-inc,9th,Never-married,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,Greece,Fal
Local-gov,Masters,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,Nicaragua,Fal
Self-emp-not-inc,10th,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,Trinadad&Tobago,Fal
Local-gov,1st-4th,Divorced,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,Hong,Fal
Without-pay,Preschool,Married-AF-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Male,Columbia,Tru
Local-gov,11th,Married-AF-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,Canada,Tru
Local-gov,11th,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Female,Portugal,Tru
Never-worked,Prof-school,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Female,United-States,Fal
Local-gov,Bachelors,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,India,Fal
Local-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Male,Nicaragua,Tru
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,Hong,Fal
Local-gov,HS-grad,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,Philippines,Tru
Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,England,Tru
Never-worked,Bachelors,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,Columbia,Fal
Private,10th,Married-AF-spouse,?,Not-in-family,Amer-Indian-Eskimo,Male,India,Tru
Local-gov,9th,Separated,Tech-support,Wife,Amer-Indian-Eskimo,Female,Hungary,Fal
Never-worked,Assoc-voc,Married-civ-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,Columbia,Fal
Local-gov,9th,Married-civ-spouse,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,Ireland,Fal
Self-emp-not-inc,Assoc-voc,Divorced,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,Italy,Fal
