workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Local-gov,1st-4th,Married-spouse-absent,Sales,Wife,Amer-Indian-Eskimo,Female,Iran,Tru
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,South,Tru
Without-pay,HS-grad,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Female,Greece,Tru
Self-emp-inc,Preschool,Separated,Protective-serv,Wife,Black,Female,Japan,Fal
Self-emp-inc,Assoc-voc,Married-AF-spouse,Armed-Forces,Husband,Black,Female,Hong,Fal
Local-gov,11th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,United-States,Fal
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,United-States,Tru
Self-emp-inc,Preschool,Never-married,Transport-moving,Wife,White,Female,United-States,Fal
Self-emp-inc,Preschool,Widowed,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,Italy,Tru
Local-gov,Prof-school,Married-spouse-absent,Prof-specialty,Wife,White,Female,Japan,Tru
Self-emp-inc,10th,Never-married,Other-service,Wife,Amer-Indian-Eskimo,Female,United-States,Fal
Local-gov,Preschool,Never-married,Transport-moving,Wife,Asian-Pac-Islander,Female,Puerto-Rico,Tru
Local-gov,HS-grad,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,Puerto-Rico,Tru
Local-gov,Preschool,Never-married,Transport-moving,Unmarried,White,Female,United-States,Tru
Local-gov,Assoc-acdm,Married-spouse-absent,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,United-States,Tru
Local-gov,5th-6th,Never-married,Protective-serv,Other-relative,Other,Female,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Armed-Forces,Wife,Other,Female,Japan,Tru
Self-emp-inc,9th,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Poland,Tru
Local-gov,9th,Married-civ-spouse,Farming-fishing,Other-relative,Black,Female,Yugoslavia,Tru
Self-emp-inc,12th,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Female,United-States,Tru
