workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Local-gov,1st-4th,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,United-States,Tru
Local-gov,11th,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Female,United-States,Fal
Self-emp-inc,Bachelors,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Female,United-States,Tru
Self-emp-inc,Assoc-voc,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Fal
Local-gov,1st-4th,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Fal
Self-emp-inc,Assoc-voc,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Tru
Private,1st-4th,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Philippines,Fal
Self-emp-inc,1st-4th,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,United-States,Fal
Self-emp-inc,Assoc-voc,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Fal
Self-emp-inc,1st-4th,Never-married,Prof-specialty,Wife,White,Female,United-States,Fal
Local-gov,1st-4th,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States,Fal
Private,1st-4th,Married-spouse-absent,?,Wife,Asian-Pac-Islander,Female,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Fal
Local-gov,Preschool,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Fal
Local-gov,HS-grad,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,United-States,Fal
Self-emp-inc,1st-4th,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Female,El-Salvador,Fal
Local-gov,HS-grad,Never-married,Prof-specialty,Wife,Black,Female,United-States,Fal
Self-emp-inc,1st-4th,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Female,United-States,Tru
Self-emp-inc,Assoc-voc,Never-married,Prof-specialty,Wife,White,Female,United-States,Fal
Local-gov,1st-4th,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Tru
Local-gov,1st-4th,Never-married,Sales,Wife,Asian-Pac-Islander,Female,Mexico,Tru
Local-gov,HS-grad,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Fal
Local-gov,HS-grad,Married-spouse-absent,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,United-States,Tru
Self-emp-inc,Prof-school,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,United-States,Tru
Self-emp-inc,Assoc-voc,Never-married,Prof-specialty,Wife,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,United-States,Tru
Self-emp-inc,Preschool,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,United-States,Tru
Self-emp-inc,1st-4th,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Tru
Self-emp-inc,11th,Never-married,Prof-specialty,Wife,Other,Female,United-States,Fal
Self-emp-inc,7th-8th,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Female,Laos,Tru
Self-emp-inc,HS-grad,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,United-States,Fal
State-gov,1st-4th,Never-married,Prof-specialty,Wife,Black,Male,United-States,Fal
Self-emp-inc,HS-grad,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,United-States,Tru
Local-gov,HS-grad,Never-married,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,United-States,Fal
Self-emp-inc,1st-4th,Never-married,Sales,Wife,Amer-Indian-Eskimo,Female,England,Fal
Self-emp-inc,Assoc-voc,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,United-States,Fal
Self-emp-inc,9th,Separated,Prof-specialty,Wife,White,Female,United-States,Tru
Local-gov,HS-grad,Never-married,Prof-specialty,Wife,Other,Female,Taiwan,Tru
Self-emp-inc,HS-grad,Never-married,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,England,Tru
Local-gov,1st-4th,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,United-States,Tru
Self-emp-inc,1st-4th,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Female,United-States,Tru
Local-gov,HS-grad,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,Tru
Self-emp-inc,1st-4th,Never-married,Armed-Forces,Husband,Asian-Pac-Islander,Female,United-States,Tru
