workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Local-gov,HS-grad,Widowed,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,Laos,Tru
Never-worked,Prof-school,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,Trinadad&Tobago,Tru
Never-worked,Doctorate,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,?,Tru
Without-pay,12th,Separated,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,El-Salvador,Tru
State-gov,Prof-school,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,United-States,Tru
Self-emp-inc,11th,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,Hong,Tru
Self-emp-inc,Assoc-acdm,Widowed,Prof-specialty,Wife,White,Male,Yugoslavia,Tru
Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,Greece,Fal
Federal-gov,1st-4th,Widowed,Protective-serv,Other-relative,Other,Female,Italy,Tru
Self-emp-not-inc,Assoc-acdm,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,Portugal,Fal
Self-emp-inc,5th-6th,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,Yugoslavia,Fal
State-gov,Assoc-acdm,Never-married,Prof-specialty,Husband,Black,Male,Portugal,Tru
Local-gov,7th-8th,Widowed,?,Other-relative,Asian-Pac-Islander,Male,Italy,Tru
State-gov,7th-8th,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,?,Tru
Local-gov,Assoc-acdm,Never-married,Prof-specialty,Other-relative,White,Female,Puerto-Rico,Tru
Local-gov,1st-4th,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Female,Ireland,Tru
State-gov,Assoc-acdm,Widowed,Exec-managerial,Wife,Other,Female,Yugoslavia,Tru
State-gov,Prof-school,Married-civ-spouse,Protective-serv,Wife,Black,Male,Poland,Tru
Local-gov,Preschool,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,Greece,Fal
Local-gov,12th,Married-civ-spouse,Priv-house-serv,Wife,White,Female,Yugoslavia,Tru
Local-gov,11th,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,Italy,Tru
Self-emp-inc,Assoc-acdm,Separated,Transport-moving,Not-in-family,Other,Female,Yugoslavia,Tru
State-gov,9th,Married-spouse-absent,Handlers-cleaners,Wife,Black,Female,Ecuador,Tru
Local-gov,9th,Married-spouse-absent,Farming-fishing,Other-relative,Black,Female,Japan,Tru
Self-emp-inc,Assoc-voc,Widowed,Transport-moving,Other-relative,Black,Female,United-States,Tru
Self-emp-inc,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Female,Poland,Tru
Self-emp-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,Other,Female,Italy,Tru
?,HS-grad,Widowed,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,United-States,Tru
Self-emp-inc,Prof-school,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,India,Tru
Local-gov,Doctorate,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,Haiti,Tru
Never-worked,1st-4th,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,United-States,Tru
Local-gov,HS-grad,Widowed,Transport-moving,Wife,White,Male,United-States,Tru
State-gov,9th,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Greece,Tru
Local-gov,Prof-school,Widowed,Protective-serv,Other-relative,White,Female,Peru,Fal
Self-emp-not-inc,5th-6th,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,Columbia,Tru
Self-emp-inc,Assoc-voc,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,Scotland,Tru
Private,9th,Never-married,Protective-serv,Own-child,White,Male,United-States,Tru
Local-gov,Prof-school,Married-spouse-absent,Sales,Not-in-family,Black,Female,Hungary,Tru
Self-emp-inc,Prof-school,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,?,Fal
Without-pay,9th,Widowed,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,India,Fal
Self-emp-inc,9th,Married-spouse-absent,Prof-specialty,Wife,White,Male,El-Salvador,Tru
State-gov,1st-4th,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,Mexico,Tru
Self-emp-inc,Prof-school,Never-married,Other-service,Wife,Black,Female,Yugoslavia,Tru
Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,Ecuador,Tru
State-gov,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,Vietnam,Tru
Self-emp-inc,Preschool,Never-married,Machine-op-inspct,Other-relative,Other,Female,Columbia,Fal
Without-pay,HS-grad,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,Puerto-Rico,Tru
Private,Bachelors,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,El-Salvador,Tru
Local-gov,Doctorate,Married-spouse-absent,Protective-serv,Other-relative,Asian-Pac-Islander,Female,Japan,Tru
Self-emp-inc,9th,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Puerto-Rico,Tru
Self-emp-inc,Prof-school,Married-AF-spouse,Armed-Forces,Not-in-family,White,Male,Poland,Tru
Self-emp-not-inc,9th,Never-married,Protective-serv,Other-relative,Black,Female,Yugoslavia,Tru
State-gov,5th-6th,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Outlying-US(Guam-USVI-etc),Tru
Self-emp-inc,Prof-school,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Female,Jamaica,Tru
State-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,Ecuador,Tru
Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Black,Female,Greece,Fal
Self-emp-inc,9th,Never-married,?,Own-child,Asian-Pac-Islander,Female,Taiwan,Tru
Federal-gov,5th-6th,Widowed,Armed-Forces,Wife,Asian-Pac-Islander,Female,Guatemala,Tru
Self-emp-not-inc,Preschool,Separated,Protective-serv,Own-child,Asian-Pac-Islander,Female,United-States,Tru
Local-gov,Bachelors,Married-AF-spouse,Handlers-cleaners,Not-in-family,Black,Female,China,Tru
Self-emp-inc,Preschool,Married-civ-spouse,?,Other-relative,Other,Female,South,Tru
Never-worked,Prof-school,Widowed,Armed-Forces,Wife,White,Male,Ecuador,Fal
State-gov,Prof-school,Widowed,Prof-specialty,Other-relative,White,Female,Germany,Tru
