workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,Fal
Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,Fal
