workclass,education,marital-status,occupation,relationship,race,sex,native-country,output
Local-gov,Preschool,Married-AF-spouse,Prof-specialty,Husband,White,Male,India,Tru
Local-gov,HS-grad,Never-married,Prof-specialty,Husband,Other,Male,United-States,Fal
Local-gov,HS-grad,Separated,Armed-Forces,Husband,White,Male,United-States,Fal
Private,Bachelors,Divorced,Transport-moving,Wife,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Separated,Machine-op-inspct,Husband,White,Male,United-States,Fal
State-gov,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-not-inc,Some-college,Widowed,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Other,Male,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Tru
Self-emp-not-inc,HS-grad,Married-AF-spouse,Prof-specialty,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Male,United-States,Tru
Self-emp-not-inc,Assoc-voc,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States,Fal
Self-emp-inc,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,United-States,Tru
Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,Fal
Local-gov,HS-grad,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Married-spouse-absent,Prof-specialty,Husband,White,Male,United-States,Tru
State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Divorced,Armed-Forces,Husband,White,Male,United-States,Fal
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Divorced,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,HS-grad,Never-married,Exec-managerial,Wife,Other,Male,United-States,Tru
Local-gov,HS-grad,Married-civ-spouse,Armed-Forces,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Widowed,Adm-clerical,Husband,White,Male,United-States,Fal
Private,HS-grad,Separated,Prof-specialty,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Priv-house-serv,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Married-civ-spouse,Armed-Forces,Husband,White,Male,United-States,Fal
?,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Armed-Forces,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Armed-Forces,Husband,White,Male,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Armed-Forces,Husband,Black,Male,United-States,Tru
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,Tru
State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Female,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Wife,White,Male,United-States,Tru
Local-gov,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Separated,Armed-Forces,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Married-spouse-absent,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Never-married,Armed-Forces,Husband,White,Male,United-States,Fal
Without-pay,Assoc-voc,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,Canada,Tru
Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,United-States,Fal
Local-gov,HS-grad,Separated,Adm-clerical,Husband,Black,Male,Portugal,Tru
Local-gov,HS-grad,Never-married,Armed-Forces,Husband,White,Male,United-States,Tru
Private,HS-grad,Separated,Adm-clerical,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,United-States,Fal
Self-emp-inc,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,Fal
Self-emp-inc,5th-6th,Separated,Transport-moving,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Married-AF-spouse,Armed-Forces,Husband,White,Male,United-States,Fal
Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Separated,Exec-managerial,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Married-civ-spouse,Armed-Forces,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Tru
Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,Laos,Fal
Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,United-States,Fal
Local-gov,HS-grad,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,Tru
Local-gov,HS-grad,Separated,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,HS-grad,Separated,Sales,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Never-married,Armed-Forces,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Male,United-States,Fal
State-gov,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Tru
?,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Tru
Self-emp-inc,HS-grad,Never-married,Armed-Forces,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Never-married,Tech-support,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Never-married,Adm-clerical,Husband,White,Male,United-States,Tru
State-gov,HS-grad,Married-AF-spouse,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Never-married,Prof-specialty,Husband,White,Male,United-States,Fal
Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,Fal
Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,Tru
Local-gov,HS-grad,Never-married,Armed-Forces,Husband,White,Male,Laos,Fal
Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,Fal
Private,HS-grad,Separated,Prof-specialty,Husband,White,Male,United-States,Tru
Local-gov,Assoc-voc,Separated,Armed-Forces,Husband,Other,Male,United-States,Tru
